id,cumulativeResults,cumulativeResultsLastChangedAt,ended,endedLastChangedAt,exitStepDone,exitStepDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,gameID,gameIDLastChangedAt,groupAllocations,groupAllocationsLastChangedAt,introDone,introDoneLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,score,scoreLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,tutorialChoice,tutorialChoiceLastChangedAt,urlParams,urlParamsLastChangedAt
01JW02F1VKT7EQCPX26MEPC9DD,"{""Crimson"":{""success"":1,""failures"":1},""Bright Green"":{""success"":23,""failures"":2},""Amber"":{""success"":13,""failures"":1},""Purple"":{""success"":1,""failures"":1},""Sky Blue"":{""success"":1,""failures"":1},""Pink"":{""success"":1,""failures"":1},""Indigo"":{""success"":1,""failures"":1},""Slate"":{""success"":1,""failures"":1},""Orange"":{""success"":16,""failures"":2},""Black"":{""success"":1,""failures"":1}}",2025-05-24T02:47:16.691993563Z,game ended,2025-05-24T02:50:21.092144991Z,true,2025-05-24T02:55:41.890602712Z,"{""age"":46,""gender"":""Male"",""genderOther"":"""",""race"":""Mixed-Race"",""raceOther"":"""",""education"":""Some College"",""educationOther"":"""",""country"":""USA"",""politicalOrientation"":""Moderately Liberal"",""experience"":""No"",""engagement"":""Engaging"",""clearity"":""Clear"",""interference"":"""",""interferenceOption"":""No"",""keyFactors"":""Successes and failures made most my decisions to switch. Color played a factor somewhat."",""strategy"":""I picked the first for a while and then picked green strictly because I liked the color. I went back to the first group again until I got a failure and moved back to green again until I got a failure. I then moved to the gold group next to green until the end, again only because I liked the color."",""motivation"":""Incentive."",""followUp"":""Yes"",""additionalFeedback"":""""}",2025-05-24T02:55:41.892169044Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:38:00.062618961Z,"{""Orange"":33,""Bright Green"":34,""Amber"":33}",2025-05-24T02:48:00.598658492Z,true,2025-05-24T02:38:28.892484137Z,01JW02F1GC4KT4RJG5BBH70XW9,2025-05-24T02:38:00.051626626Z,EB6C5024F5A349399708FE9274F50847,2025-05-24T02:38:00.051626626Z,49,2025-05-24T02:47:16.691993563Z,"{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}",2025-05-24T02:38:00.062618961Z,Standard-non-communication,2025-05-24T02:38:00.062618961Z,Orange,2025-05-24T02:39:03.981629842Z,"{""participantId"":""EB6C5024F5A349399708FE9274F50847"",""assignmentId"":""aa78a4d9-6bf7-41c6-abba-e3fae1bcc26a"",""projectId"":""4e87c0de-a557-4559-bec5-cc1a8150a4b9""}",2025-05-24T02:38:00.231704573Z
01JW028WRQC1M51MDV0NPAZCJ4,"{""Crimson"":{""success"":42,""failures"":8},""Bright Green"":{""success"":1,""failures"":1},""Amber"":{""success"":1,""failures"":1},""Purple"":{""success"":1,""failures"":1},""Sky Blue"":{""success"":1,""failures"":1},""Pink"":{""success"":1,""failures"":1},""Indigo"":{""success"":1,""failures"":1},""Slate"":{""success"":1,""failures"":1},""Orange"":{""success"":1,""failures"":1},""Black"":{""success"":1,""failures"":1}}",2025-05-24T02:47:16.691993563Z,game ended,2025-05-24T02:50:21.092144991Z,true,2025-05-24T02:56:20.882762177Z,"{""age"":48,""gender"":""Male"",""genderOther"":"""",""race"":""African"",""raceOther"":"""",""education"":""Graduate Professional School"",""educationOther"":"""",""country"":""USA"",""politicalOrientation"":""Slightly Liberal"",""experience"":""No"",""engagement"":""Very Engaging"",""clearity"":""Very Clear"",""interference"":"""",""interferenceOption"":""No"",""keyFactors"":""Experience"",""strategy"":""Success and failure"",""motivation"":""Bonus"",""followUp"":""No"",""additionalFeedback"":""No""}",2025-05-24T02:56:20.88851293Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:34:38.243379877Z,"{""Crimson"":85,""Bright Green"":2,""Amber"":2,""Purple"":2,""Sky Blue"":2,""Orange"":2,""Slate"":2,""Indigo"":2,""Pink"":1,""Black"":1}",2025-05-24T02:50:20.811920642Z,true,2025-05-24T02:34:40.734794373Z,01JW028V6Z576KY0KSBKK0JZRB,2025-05-24T02:34:38.231700451Z,8EDD425B72864A16BD03B14646DBF93D,2025-05-24T02:34:38.231700451Z,41,2025-05-24T02:47:10.132352062Z,"{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}",2025-05-24T02:34:38.243379877Z,Standard-non-communication,2025-05-24T02:34:38.243379877Z,Crimson,2025-05-24T02:39:03.981629842Z,"{""participantId"":""8EDD425B72864A16BD03B14646DBF93D"",""assignmentId"":""61c83d44-6b16-40b8-88e7-0e44eedb571e"",""projectId"":""4e87c0de-a557-4559-bec5-cc1a8150a4b9""}",2025-05-24T02:34:38.761438834Z
01JW02AFEYAGBGPNN4MPBZP5PG,"{""Crimson"":{""success"":6,""failures"":1},""Bright Green"":{""success"":4,""failures"":1},""Amber"":{""success"":6,""failures"":2},""Purple"":{""success"":4,""failures"":2},""Sky Blue"":{""success"":8,""failures"":1},""Pink"":{""success"":10,""failures"":1},""Indigo"":{""success"":7,""failures"":1},""Slate"":{""success"":4,""failures"":1},""Orange"":{""success"":4,""failures"":1},""Black"":{""success"":5,""failures"":1}}",2025-05-24T02:47:16.691993563Z,game ended,2025-05-24T02:50:21.092144991Z,true,2025-05-24T02:57:41.593853293Z,"{""age"":44,""gender"":""Male"",""genderOther"":"""",""race"":""African"",""raceOther"":"""",""education"":""Prefer not to say"",""educationOther"":"""",""country"":""United states of America/Washington "",""politicalOrientation"":""Slightly Conservative"",""experience"":""No"",""engagement"":""Engaging"",""clearity"":""Very Clear"",""interference"":"""",""interferenceOption"":""No"",""keyFactors"":""Only timing"",""strategy"":""I am follow the instructions."",""motivation"":""The game is looking vey attractive."",""followUp"":""Yes"",""additionalFeedback"":""Please give me the enough time. then very well and good.""}",2025-05-24T02:57:41.597626467Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:35:30.150912973Z,"{""Purple"":100,""Sky Blue"":1}",2025-05-24T02:49:17.477753876Z,true,2025-05-24T02:36:30.656453664Z,01JW02AEPV23J7QK9ADET5Z53R,2025-05-24T02:35:30.142774966Z,abcdef@gmail.com,2025-05-24T02:35:30.142774966Z,48,2025-05-24T02:47:16.691993563Z,"{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}",2025-05-24T02:35:30.150912973Z,Standard-non-communication,2025-05-24T02:35:30.150912973Z,Purple,2025-05-24T02:39:03.981629842Z,"{""participantId"":""4AA63D10D3264C119DD99C4D32389410"",""assignmentId"":""92696b6f-492a-496b-a190-2da623778eee"",""projectId"":""4e87c0de-a557-4559-bec5-cc1a8150a4b9""}",2025-05-24T02:35:30.419886363Z
01JW02B3PVYX3A6PMZACQH9VSY,"{""Crimson"":{""success"":1,""failures"":1},""Bright Green"":{""success"":1,""failures"":1},""Amber"":{""success"":1,""failures"":1},""Purple"":{""success"":47,""failures"":5},""Sky Blue"":{""success"":1,""failures"":2},""Pink"":{""success"":1,""failures"":1},""Indigo"":{""success"":1,""failures"":1},""Slate"":{""success"":1,""failures"":1},""Orange"":{""success"":1,""failures"":1},""Black"":{""success"":1,""failures"":1}}",2025-05-24T02:47:16.691993563Z,game ended,2025-05-24T02:50:21.092144991Z,true,2025-05-24T02:52:36.000504754Z,"{""age"":48,""gender"":""Female"",""genderOther"":"""",""race"":""Caucasian"",""raceOther"":"""",""education"":""Some College"",""educationOther"":"""",""country"":""USA"",""politicalOrientation"":""Moderately Conservative"",""experience"":""No"",""engagement"":""Not Engaging"",""clearity"":""Very Unclear"",""interference"":"""",""interferenceOption"":""No"",""keyFactors"":""The one doing the best."",""strategy"":""I  just kept hitting the person that was the one that seemed like they were doing the best with success and not failures."",""motivation"":""Some down time and wanted to deflect my stress to something else."",""followUp"":""Yes"",""additionalFeedback"":""I really have no idea if I even did the experiment right.""}",2025-05-24T02:52:35.997312344Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:35:50.884061017Z,"{""Purple"":100}",2025-05-24T02:47:37.988439967Z,true,2025-05-24T02:36:15.096867685Z,01JW02B3GDBEFAV9C100PQJR6A,2025-05-24T02:35:50.875958772Z,78DA92FA4C564B1BB1289A81275C7104,2025-05-24T02:35:50.875958772Z,46,2025-05-24T02:47:16.691993563Z,"{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}",2025-05-24T02:35:50.884061017Z,Standard-non-communication,2025-05-24T02:35:50.884061017Z,Sky Blue,2025-05-24T02:39:03.981629842Z,"{""participantId"":""78DA92FA4C564B1BB1289A81275C7104"",""assignmentId"":""f6f2bc11-71fe-48e1-9b32-08dff3e665b8"",""projectId"":""4e87c0de-a557-4559-bec5-cc1a8150a4b9""}",2025-05-24T02:35:51.012768099Z
01JW02CYH68KMXV7721AS33GXZ,"{""Crimson"":{""success"":18,""failures"":1},""Bright Green"":{""success"":1,""failures"":2},""Amber"":{""success"":2,""failures"":2},""Purple"":{""success"":3,""failures"":2},""Sky Blue"":{""success"":2,""failures"":2},""Pink"":{""success"":3,""failures"":1},""Indigo"":{""success"":2,""failures"":2},""Slate"":{""success"":5,""failures"":2},""Orange"":{""success"":11,""failures"":2},""Black"":{""success"":6,""failures"":2}}",2025-05-24T02:47:16.691993563Z,game ended,2025-05-24T02:50:21.092144991Z,true,2025-05-24T02:52:21.70168936Z,"{""age"":51,""gender"":""Female"",""genderOther"":"""",""race"":""Caucasian"",""raceOther"":"""",""education"":""Some College"",""educationOther"":"""",""country"":""United States "",""politicalOrientation"":""Moderately Liberal"",""experience"":""No"",""engagement"":""Very Engaging"",""clearity"":""Moderately Clear"",""interference"":"""",""interferenceOption"":""No"",""keyFactors"":""Sucsesses"",""strategy"":""My favorite colors and failures and success "",""motivation"":""The money"",""followUp"":""Yes"",""additionalFeedback"":""""}",2025-05-24T02:52:21.699039881Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:36:51.118844886Z,"{""Crimson"":60,""Orange"":15,""Slate"":10,""Black"":5,""Pink"":10}",2025-05-24T02:48:39.768079586Z,true,2025-05-24T02:37:03.622457179Z,01JW02CY5HNS5N1R20G98SJEX8,2025-05-24T02:36:51.110473295Z,EB272DF28B83444A8220328D7990A6E3,2025-05-24T02:36:51.110473295Z,43,2025-05-24T02:47:16.691993563Z,"{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}",2025-05-24T02:36:51.118844886Z,Standard-non-communication,2025-05-24T02:36:51.118844886Z,Indigo,2025-05-24T02:39:03.981629842Z,"{""participantId"":""EB272DF28B83444A8220328D7990A6E3"",""assignmentId"":""7ee5d832-60bd-4aa3-9aa6-4a5ca7e348fe"",""projectId"":""4e87c0de-a557-4559-bec5-cc1a8150a4b9""}",2025-05-24T02:36:51.277292974Z
01JW02EXRGJQM0FXNS9EDRYG7D,"{""Crimson"":{""success"":4,""failures"":2},""Bright Green"":{""success"":7,""failures"":1},""Amber"":{""success"":5,""failures"":1},""Purple"":{""success"":8,""failures"":1},""Sky Blue"":{""success"":4,""failures"":2},""Pink"":{""success"":6,""failures"":2},""Indigo"":{""success"":4,""failures"":3},""Slate"":{""success"":4,""failures"":3},""Orange"":{""success"":7,""failures"":2},""Black"":{""success"":3,""failures"":2}}",2025-05-24T02:47:16.691993563Z,game ended,2025-05-24T02:50:21.092144991Z,true,2025-05-24T02:52:58.500127214Z,"{""age"":43,""gender"":""Male"",""genderOther"":"""",""race"":""Caucasian"",""raceOther"":"""",""education"":""Some College"",""educationOther"":"""",""country"":""United States of America "",""politicalOrientation"":""Extremely Conservative"",""experience"":""No"",""engagement"":""Moderately Engaging"",""clearity"":""Moderately Clear"",""interference"":"""",""interferenceOption"":""No"",""keyFactors"":""I was fairly quick to identify which teams were the most consistent and most successful."",""strategy"":""I started picking the teams that were having the most success versus failure."",""motivation"":""This seemed like a fun survey to play."",""followUp"":""Yes"",""additionalFeedback"":""No""}",2025-05-24T02:52:58.50217021Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:37:55.864947711Z,"{""Purple"":50,""Bright Green"":30,""Orange"":10,""Amber"":5,""Pink"":5}",2025-05-24T02:48:11.600149125Z,true,2025-05-24T02:38:17.869675524Z,01JW02EX5GNZWGAZZ8TXW17Z0W,2025-05-24T02:37:55.856974094Z,85059B3913734C41B35A66B170305686,2025-05-24T02:37:55.856974094Z,42,2025-05-24T02:47:10.132352062Z,"{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}",2025-05-24T02:37:55.864947711Z,Standard-non-communication,2025-05-24T02:37:55.864947711Z,Slate,2025-05-24T02:39:03.981629842Z,"{""participantId"":""85059B3913734C41B35A66B170305686"",""assignmentId"":""1f4716c3-177a-48b6-bc0e-af3237b90ec3"",""projectId"":""4e87c0de-a557-4559-bec5-cc1a8150a4b9""}",2025-05-24T02:37:56.077230234Z
01JW029XNR37MHA24H9XBWVRSY,"{""Crimson"":{""success"":1,""failures"":1},""Bright Green"":{""success"":8,""failures"":1},""Amber"":{""success"":5,""failures"":1},""Purple"":{""success"":5,""failures"":1},""Sky Blue"":{""success"":6,""failures"":1},""Pink"":{""success"":10,""failures"":1},""Indigo"":{""success"":1,""failures"":1},""Slate"":{""success"":1,""failures"":1},""Orange"":{""success"":10,""failures"":1},""Black"":{""success"":12,""failures"":3}}",2025-05-24T02:47:16.691993563Z,game ended,2025-05-24T02:50:21.092144991Z,true,2025-05-24T02:55:39.758417243Z,"{""age"":25,""gender"":""Female"",""genderOther"":"""",""race"":""African"",""raceOther"":"""",""education"":""College"",""educationOther"":"""",""country"":""United States"",""politicalOrientation"":""Extremely Liberal"",""experience"":""No"",""engagement"":""Moderately Engaging"",""clearity"":""Very Clear"",""interference"":"""",""interferenceOption"":""No"",""keyFactors"":""The key factor i focused on was the success to failure ratio. As soon as a color would fail, I would move on to another color "",""strategy"":""I just went with which color I liked the most and hoped for the best. "",""motivation"":""The $5 payout"",""followUp"":""Yes"",""additionalFeedback"":""""}",2025-05-24T02:55:39.756779676Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:35:11.939476523Z,"{""Bright Green"":13,""Amber"":13,""Purple"":13,""Black"":16,""Sky Blue"":13,""Pink"":16,""Orange"":16}",2025-05-24T02:49:11.800769636Z,true,2025-05-24T02:35:27.075558682Z,01JW029XF7QECATF23ZFXZSV2X,2025-05-24T02:35:11.928699068Z,5A76D6C5A89B46A885C9BF36791B6789,2025-05-24T02:35:11.928699068Z,49,2025-05-24T02:47:16.691993563Z,"{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}",2025-05-24T02:35:11.939476523Z,Standard-non-communication,2025-05-24T02:35:11.939476523Z,Bright Green,2025-05-24T02:39:03.981629842Z,"{""participantId"":""5A76D6C5A89B46A885C9BF36791B6789"",""assignmentId"":""d0e26d4b-1edf-4381-9007-6b945de2c502"",""projectId"":""4e87c0de-a557-4559-bec5-cc1a8150a4b9""}",2025-05-24T02:35:12.058450467Z
01JW02A8M61H4244YENRK5H5S5,"{""Crimson"":{""success"":1,""failures"":1},""Bright Green"":{""success"":1,""failures"":1},""Amber"":{""success"":47,""failures"":6},""Purple"":{""success"":1,""failures"":1},""Sky Blue"":{""success"":1,""failures"":1},""Pink"":{""success"":1,""failures"":1},""Indigo"":{""success"":1,""failures"":1},""Slate"":{""success"":1,""failures"":1},""Orange"":{""success"":1,""failures"":1},""Black"":{""success"":1,""failures"":1}}",2025-05-24T02:47:16.691993563Z,game ended,2025-05-24T02:50:21.092144991Z,true,2025-05-24T02:51:55.745903055Z,"{""age"":49,""gender"":""Male"",""genderOther"":"""",""race"":""Caucasian"",""raceOther"":"""",""education"":""College"",""educationOther"":"""",""country"":""USA"",""politicalOrientation"":""Moderately Liberal"",""experience"":""No"",""engagement"":""Not Engaging"",""clearity"":""Very Unclear"",""interference"":"""",""interferenceOption"":""No"",""keyFactors"":""It seemed like just clicking the first one generated the most success"",""strategy"":""Just clicking the first one seemed to work.  Not sure what the point was."",""motivation"":""Money"",""followUp"":""Yes"",""additionalFeedback"":""""}",2025-05-24T02:51:55.743558856Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:35:23.15102352Z,"{""Amber"":100}",2025-05-24T02:47:43.045831641Z,true,2025-05-24T02:35:38.217661783Z,01JW02A8FZRBK5KWDXSAQWGA05,2025-05-24T02:35:23.142832046Z,896316026A4F477AB843EED3E196D6CF,2025-05-24T02:35:23.142832046Z,46,2025-05-24T02:47:16.691993563Z,"{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}",2025-05-24T02:35:23.15102352Z,Standard-non-communication,2025-05-24T02:35:23.15102352Z,Amber,2025-05-24T02:39:03.981629842Z,"{""participantId"":""896316026A4F477AB843EED3E196D6CF"",""assignmentId"":""f390b50f-24e7-497e-adcf-9c72067186e4"",""projectId"":""4e87c0de-a557-4559-bec5-cc1a8150a4b9""}",2025-05-24T02:35:23.238773367Z
01JW02BV9KYNWQQCEWZNXPVFHT,"{""Crimson"":{""success"":1,""failures"":1},""Bright Green"":{""success"":1,""failures"":1},""Amber"":{""success"":1,""failures"":1},""Purple"":{""success"":1,""failures"":1},""Sky Blue"":{""success"":1,""failures"":1},""Pink"":{""success"":47,""failures"":4},""Indigo"":{""success"":3,""failures"":1},""Slate"":{""success"":1,""failures"":1},""Orange"":{""success"":1,""failures"":1},""Black"":{""success"":1,""failures"":1}}",2025-05-24T02:47:16.691993563Z,game ended,2025-05-24T02:50:21.092144991Z,true,2025-05-24T02:51:58.375532441Z,"{""age"":27,""gender"":""Male"",""genderOther"":"""",""race"":""Caucasian"",""raceOther"":"""",""education"":""Some College"",""educationOther"":"""",""country"":""United Staes of America"",""politicalOrientation"":""Slightly Conservative"",""experience"":""No"",""engagement"":""Not Engaging"",""clearity"":""Very Unclear"",""interference"":"""",""interferenceOption"":""No"",""keyFactors"":""The success indicator"",""strategy"":""I was unsure how the game worked, so I picked primarily the same \""person\"""",""motivation"":""Money"",""followUp"":""Yes"",""additionalFeedback"":""""}",2025-05-24T02:51:58.277304171Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:36:15.036607199Z,"{""Indigo"":6,""Pink"":94}",2025-05-24T02:47:40.371846926Z,true,2025-05-24T02:36:30.578499069Z,01JW02BV0RS4WBJA0QB1DTN1J4,2025-05-24T02:36:15.027459746Z,02C57CB882A448FCBB948F90DF79127B,2025-05-24T02:36:15.027459746Z,48,2025-05-24T02:47:10.132352062Z,"{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}",2025-05-24T02:36:15.036607199Z,Standard-non-communication,2025-05-24T02:36:15.036607199Z,Pink,2025-05-24T02:39:03.981629842Z,"{""participantId"":""02C57CB882A448FCBB948F90DF79127B"",""projectId"":""4e87c0de-a557-4559-bec5-cc1a8150a4b9"",""assignmentId"":""baf073f2-fee9-4897-9741-35ec44c4685a""}",2025-05-24T02:36:15.195590225Z
01JW02GDYMGABBSDF0GJ7V1ZWB,"{""Crimson"":{""success"":1,""failures"":1},""Bright Green"":{""success"":1,""failures"":1},""Amber"":{""success"":1,""failures"":1},""Purple"":{""success"":1,""failures"":1},""Sky Blue"":{""success"":1,""failures"":1},""Pink"":{""success"":1,""failures"":1},""Indigo"":{""success"":1,""failures"":1},""Slate"":{""success"":1,""failures"":1},""Orange"":{""success"":1,""failures"":1},""Black"":{""success"":50,""failures"":3}}",2025-05-24T02:47:16.691993563Z,game ended,2025-05-24T02:50:21.092144991Z,true,2025-05-24T02:52:03.803531608Z,"{""age"":41,""gender"":""Female"",""genderOther"":"""",""race"":""Caucasian"",""raceOther"":"""",""education"":""College"",""educationOther"":"""",""country"":""usa"",""politicalOrientation"":""Moderately Liberal"",""experience"":""No"",""engagement"":""Moderately Engaging"",""clearity"":""Moderately Clear"",""interference"":"""",""interferenceOption"":""No"",""keyFactors"":""Success vs. failure"",""strategy"":""Based purely on successes"",""motivation"":""Boredom"",""followUp"":""Yes"",""additionalFeedback"":""""}",2025-05-24T02:52:03.796634118Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:38:45.214128952Z,"{""Black"":100}",2025-05-24T02:47:32.46976969Z,true,2025-05-24T02:39:03.853164995Z,01JW02GDTF33B2RFA6F2YZVCEM,2025-05-24T02:38:45.204633129Z,6F1CBBF533844A77A9B9F9547B9FEEEA,2025-05-24T02:38:45.204633129Z,49,2025-05-24T02:47:16.691993563Z,"{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}",2025-05-24T02:38:45.214128952Z,Standard-non-communication,2025-05-24T02:38:45.214128952Z,Black,2025-05-24T02:39:03.981629842Z,"{""participantId"":""6F1CBBF533844A77A9B9F9547B9FEEEA"",""assignmentId"":""6848b8fd-f4a1-4962-9e96-abf2033f5580"",""projectId"":""4e87c0de-a557-4559-bec5-cc1a8150a4b9""}",2025-05-24T02:38:45.307897028Z
